PLAYER_ID,PLAYER,TEAM,GP,MIN,PTS,REB,AST,FGM,FGA,FG3M,FG3A,FTM,FTA,Month,Season,USG_Pct,AST_Pct,TS_Pct,PIE,TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,FRONT_CT_TOUCHES,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,Isolation_Freq,Transition_Freq,PnR_Handler_Freq,RollMan_Freq,PostUp_Freq,SpotUp_Freq,Handoff_Freq,Cut_Freq,OffScreen_Freq,Putbacks_Freq,DFG_Rim_Pct,FGM_Pct_UAST,FGM_AST_Pct,Unassisted_FG_Pct,ThreePt_Rate,MPG,Height,Weight,Height_Inches
1642264,Stephon Castle,SAS,8,32.2,16.4,5.8,8.9,5.8,12.1,0.6,3.6,4.3,5.4,november,2025-26,22.2,38.8,56.5,12.6,80.0,5.7,4.3,29.8,1.5,0.5,3.5,8.4,22.1,28.3,,,20.5,3.7,3.2,2.3,4.0,70.0,58.7,41.3,58.7,29.75206611570248,32.2,6-6,215.0,78
1629023,P.J. Washington,DAL,14,31.1,16.3,7.7,2.2,5.9,14.0,1.6,5.1,2.8,3.9,november,2025-26,23.4,11.5,51.9,10.9,56.4,2.0,2.17,25.9,2.5,0.9,3.6,4.1,20.9,6.3,5.4,6.1,29.9,4.1,8.2,,6.8,58.0,32.5,67.5,32.5,36.42857142857142,31.1,6-7,230.0,79
202699,Tobias Harris,DET,6,28.6,16.2,4.2,2.2,6.0,10.7,1.8,4.5,2.3,3.2,november,2025-26,17.5,10.5,67.0,11.2,40.8,1.6,2.38,24.0,1.2,3.8,1.6,4.2,17.9,6.8,,14.6,31.8,,6.3,3.0,6.3,62.5,27.8,72.2,27.8,42.056074766355145,28.6,6-8,226.0,80
1631170,Jaime Jaquez Jr.,MIA,14,30.0,16.1,6.2,5.6,6.4,12.8,0.4,1.7,2.9,3.9,november,2025-26,21.5,26.9,55.6,12.5,79.3,3.9,2.95,35.2,0.8,0.3,2.4,14.8,29.4,5.3,,5.7,26.6,,5.8,,4.0,62.0,52.2,47.8,52.2,13.28125,30.0,6-6,225.0,78
1626162,Kelly Oubre Jr.,PHI,7,31.8,16.1,3.7,1.3,6.4,13.1,1.6,5.7,1.7,2.1,november,2025-26,20.5,6.4,57.3,7.4,51.4,2.2,2.57,30.9,0.4,0.1,2.0,12.1,22.1,7.6,,,29.8,,5.9,,6.6,55.9,35.6,64.4,35.6,43.51145038167939,31.8,6-8,203.0,80
1642847,Jeremiah Fears,NOP,16,27.4,16.1,3.6,2.4,5.9,13.5,1.5,3.8,2.8,3.5,november,2025-26,25.7,14.2,53.6,9.0,62.9,4.8,4.61,21.1,0.4,0.1,0.9,7.2,28.2,29.2,,,18.8,5.3,2.0,1.8,2.6,71.4,57.9,42.1,57.9,28.148148148148145,27.4,6-3,190.0,75
1628401,Derrick White,BOS,13,32.8,15.7,4.1,5.5,5.3,13.7,2.7,7.5,2.4,2.9,november,2025-26,21.0,22.4,52.4,11.0,76.8,5.2,4.08,32.2,0.2,0.0,0.8,4.7,10.8,35.1,1.6,,25.9,9.5,1.3,5.1,1.7,48.3,34.8,65.2,34.8,54.74452554744526,32.8,6-4,190.0,76
1630170,Devin Vassell,SAS,14,32.6,15.6,3.2,2.4,5.6,12.7,2.4,6.5,1.9,2.0,november,2025-26,18.5,10.5,57.3,8.3,47.6,2.0,2.57,29.1,0.4,0.0,0.4,2.7,22.2,11.5,,,35.3,10.7,,11.8,,59.3,29.1,70.9,29.1,51.181102362204726,32.6,6-5,200.0,77
1630245,Ayo Dosunmu,CHI,12,27.1,15.4,2.5,2.8,5.6,10.5,1.8,3.8,2.4,2.9,november,2025-26,19.4,15.5,65.4,9.6,50.5,2.7,3.26,26.0,0.5,0.0,0.8,2.2,33.6,20.8,,,31.6,,3.1,,,64.3,35.8,64.2,35.8,36.19047619047619,27.1,6-4,201.0,76
1629012,Collin Sexton,CHA,14,26.4,15.3,2.0,4.4,5.2,11.5,1.1,3.9,3.7,4.1,november,2025-26,24.8,27.9,57.5,10.8,59.6,5.1,5.17,24.7,0.4,0.0,0.7,5.2,21.4,36.3,2.5,,20.6,4.3,2.5,,,63.2,57.5,42.5,57.5,33.91304347826087,26.4,6-3,190.0,75
1628384,OG Anunoby,NYK,7,28.6,15.3,5.0,2.0,5.9,11.9,2.1,5.4,1.4,1.7,november,2025-26,19.6,8.9,60.6,10.4,41.7,1.4,2.07,26.3,1.3,0.9,2.9,5.9,22.4,5.9,3.0,2.8,38.2,4.8,5.3,3.4,4.4,81.5,22.0,78.0,22.0,45.378151260504204,28.6,6-7,240.0,79
201950,Jrue Holiday,POR,6,34.5,15.2,5.5,7.8,5.5,13.5,2.7,7.3,1.5,1.7,november,2025-26,20.0,30.9,53.3,10.8,79.2,4.8,3.67,29.0,1.7,0.5,3.3,10.1,20.5,26.3,,3.6,20.5,,4.3,,,78.3,63.6,36.4,63.6,54.074074074074076,34.5,6-4,220.0,76
202696,Nikola Vučević,CHI,13,30.0,15.2,8.9,3.2,6.1,13.4,1.9,5.3,1.1,1.3,november,2025-26,21.4,15.9,54.3,10.8,70.0,1.6,1.37,51.8,4.5,3.7,7.6,,12.5,,28.8,16.1,15.2,,10.0,3.6,7.6,67.5,16.5,83.5,16.5,39.55223880597015,30.0,6-9,265.0,81
1642263,Reed Sheppard,HOU,13,26.1,15.2,2.8,3.3,5.7,10.8,2.9,6.2,0.8,1.2,november,2025-26,18.9,17.4,67.0,13.7,51.2,3.2,3.77,20.9,0.6,0.0,0.2,4.6,17.2,31.7,2.7,,27.8,6.6,,4.6,,68.4,43.2,56.8,43.2,57.407407407407405,26.1,6-2,185.0,74
1628969,Mikal Bridges,NYK,14,34.5,15.1,3.9,4.2,6.0,11.7,2.1,5.3,1.0,1.4,november,2025-26,16.2,15.6,61.2,10.7,59.2,2.7,2.69,31.5,0.9,0.1,2.2,2.3,25.3,9.1,3.4,2.3,36.2,6.3,5.0,4.8,2.7,59.1,31.0,69.0,31.0,45.2991452991453,34.5,6-6,209.0,78
1629630,Ja Morant,MEM,6,29.0,15.0,3.7,8.5,4.5,14.8,0.8,4.7,5.2,5.7,november,2025-26,31.1,44.7,43.3,7.0,68.2,5.9,5.17,23.0,0.2,0.5,0.7,14.1,19.6,40.4,,,11.0,5.0,2.4,,,59.3,70.4,29.6,70.4,31.756756756756754,29.0,6-2,174.0,74
1631095,Jabari Smith Jr.,HOU,12,31.9,14.8,6.9,1.9,5.3,11.6,2.2,5.4,2.0,2.8,november,2025-26,17.7,7.7,58.0,9.4,45.9,1.7,2.17,21.8,0.8,0.9,2.6,5.6,19.2,4.7,5.3,5.8,36.8,3.9,7.5,2.5,5.4,65.5,25.0,75.0,25.0,46.55172413793104,31.9,6-11,220.0,83
1629636,Darius Garland,CLE,7,27.7,14.7,2.9,6.9,4.7,12.6,2.1,5.6,3.1,3.4,november,2025-26,24.9,32.7,52.3,8.7,58.6,5.0,5.08,22.4,0.4,0.0,0.9,6.7,16.2,41.8,,,17.1,5.4,3.1,2.9,,76.2,48.5,51.5,48.5,44.44444444444444,27.7,6-1,192.0,73
1628398,Kyle Kuzma,MIL,16,26.7,14.7,4.4,2.1,5.5,10.8,1.2,3.1,2.5,3.3,november,2025-26,21.5,11.8,60.2,10.3,40.9,1.6,2.37,23.7,1.3,0.3,2.5,5.1,27.3,5.3,8.7,2.8,27.5,4.1,8.5,,4.9,62.5,30.7,69.3,30.7,28.703703703703702,26.7,6-8,221.0,80
1630583,Santi Aldama,MEM,15,26.9,14.7,6.1,3.1,5.5,11.3,1.6,4.6,2.1,2.9,november,2025-26,20.0,18.1,58.5,12.6,51.5,1.5,1.76,31.0,1.7,0.9,3.0,,22.8,2.3,8.8,4.1,40.1,,6.8,,7.0,64.4,13.4,86.6,13.4,40.70796460176991,26.9,7-0,215.0,84
1641730,Noah Clowney,BKN,14,29.5,14.6,3.6,1.6,4.3,10.1,2.6,7.2,3.4,4.4,november,2025-26,20.8,8.7,60.4,7.1,41.3,1.4,2.1,23.1,0.3,0.1,1.0,4.6,18.6,4.4,3.9,,41.8,10.3,2.6,4.6,2.4,72.9,15.0,85.0,15.0,71.2871287128713,29.5,6-10,210.0,82
1630591,Jalen Suggs,ORL,11,25.8,14.5,4.0,5.0,4.8,10.9,1.8,6.2,3.1,3.4,november,2025-26,23.7,27.9,58.7,12.9,60.4,3.8,3.75,24.4,0.5,0.2,0.8,6.6,24.5,25.2,,,20.4,7.3,,,4.0,56.0,49.1,50.9,49.1,56.88073394495413,25.8,6-5,205.0,77
1642273,Kyshawn George,WAS,11,30.7,14.5,4.9,4.6,5.3,11.6,1.9,5.1,2.1,2.6,november,2025-26,22.1,23.5,56.8,7.9,65.3,3.7,3.43,31.4,0.4,0.4,0.9,6.1,21.1,29.6,,3.4,17.9,7.5,,3.2,2.7,60.3,48.3,51.7,48.3,43.96551724137931,30.7,6-8,200.0,80
1630180,Saddiq Bey,NOP,15,29.6,14.5,6.7,2.5,5.3,11.6,2.1,5.7,1.9,2.9,november,2025-26,18.7,12.3,56.5,11.2,45.3,1.7,2.29,28.8,0.7,1.9,2.5,6.5,19.0,7.8,2.2,13.8,28.5,6.0,4.9,1.9,6.7,64.3,39.2,60.8,39.2,49.13793103448276,29.6,6-8,215.0,80
1628386,Jarrett Allen,CLE,10,25.7,14.5,7.9,1.8,5.9,10.3,0.0,0.3,2.7,3.6,november,2025-26,20.8,9.5,61.0,12.9,38.9,1.0,1.62,25.9,4.6,1.4,9.2,,13.6,,20.9,7.8,4.1,,33.1,,9.2,59.6,23.7,76.3,23.7,2.9126213592233006,25.7,6-9,243.0,81
1629060,Rui Hachimura,LAL,12,32.2,14.5,3.8,0.6,5.7,10.8,2.1,4.3,1.1,1.5,november,2025-26,16.0,2.4,63.1,7.8,32.2,1.0,1.8,18.5,1.2,0.8,3.1,3.7,19.3,,3.1,9.5,40.5,,7.1,4.9,,72.3,11.8,88.2,11.8,39.81481481481481,32.2,6-8,230.0,80
1628978,Donte DiVincenzo,MIN,15,31.6,14.4,4.4,3.5,4.6,10.7,3.3,8.3,1.9,2.3,november,2025-26,17.1,14.4,61.2,10.0,57.0,1.8,1.88,34.5,0.3,0.0,0.8,1.9,18.5,11.6,,,33.0,10.8,,14.6,3.0,59.7,8.7,91.3,8.7,77.57009345794394,31.6,6-4,203.0,76
1630183,Jaden McDaniels,MIN,14,31.1,14.4,4.9,2.9,5.6,10.5,1.6,3.2,1.5,1.7,november,2025-26,18.2,13.1,63.8,9.4,47.9,1.8,2.21,26.0,0.4,0.1,1.7,2.3,27.6,10.3,,,36.8,5.2,5.0,3.2,3.9,57.4,30.4,69.6,30.4,30.476190476190478,31.1,6-9,185.0,81
1629651,Nic Claxton,BKN,14,31.0,14.1,7.6,4.4,4.9,8.6,0.0,0.4,4.4,6.4,november,2025-26,18.5,23.8,61.8,12.7,53.9,2.3,2.5,38.3,5.3,0.4,7.4,14.1,15.5,3.9,11.1,4.5,10.9,,15.5,,13.4,53.9,41.2,58.8,41.2,4.651162790697675,31.0,6-11,215.0,83
201566,Russell Westbrook,SAC,16,29.3,14.1,7.9,7.7,5.3,12.3,1.9,5.4,1.7,2.5,november,2025-26,23.7,36.5,52.9,11.7,69.1,5.0,4.36,26.6,0.5,0.6,2.2,13.4,18.3,25.8,,5.1,26.7,,2.2,,2.8,74.6,50.0,50.0,50.0,43.90243902439025,29.3,6-4,200.0,76
1629675,Naz Reid,MIN,15,25.5,14.1,5.6,2.1,5.5,11.6,2.4,6.1,0.7,0.9,november,2025-26,21.6,13.0,58.7,11.9,49.7,1.4,1.66,25.9,0.6,0.9,1.8,3.8,17.2,4.8,9.1,8.1,30.7,4.7,3.6,8.4,4.3,56.1,29.3,70.7,29.3,52.58620689655172,25.5,6-9,264.0,81
202331,Paul George,PHI,5,23.1,14.0,4.8,3.4,4.8,11.6,1.8,5.8,2.6,3.6,november,2025-26,25.4,23.0,53.1,14.0,52.2,2.4,2.75,27.4,1.0,1.0,0.4,18.4,12.4,14.2,,5.5,22.9,3.2,,12.4,,41.2,33.3,66.7,33.3,50.0,23.1,6-8,220.0,80
1642349,Ajay Mitchell,OKC,15,26.2,13.9,3.5,4.1,4.9,10.7,0.9,2.7,3.2,3.9,november,2025-26,22.5,21.3,56.3,12.5,48.9,4.1,4.98,20.7,0.5,0.0,0.8,8.9,14.8,36.7,,,22.1,4.8,4.1,,,48.6,58.1,41.9,58.1,25.233644859813086,26.2,6-4,190.0,76
1628404,Josh Hart,NYK,14,30.1,13.9,8.3,5.6,5.2,9.7,1.7,4.0,1.8,2.1,november,2025-26,17.4,24.5,65.3,13.9,63.2,2.9,2.74,28.0,0.6,0.1,1.9,,21.0,10.3,,,45.6,4.0,4.6,,,66.7,30.1,69.9,30.1,41.23711340206186,30.1,6-5,215.0,77
1630230,Naji Marshall,DAL,16,27.8,13.8,5.6,2.4,4.5,9.1,1.3,3.8,3.5,4.4,november,2025-26,17.9,14.3,62.1,12.9,41.8,2.2,3.22,19.8,0.9,0.1,1.2,5.6,31.6,10.9,3.9,,29.1,,6.0,2.4,2.4,47.9,36.1,63.9,36.1,41.75824175824176,27.8,6-6,220.0,78
1641744,Zach Edey,MEM,8,25.4,13.6,11.1,0.9,5.6,8.4,0.1,0.4,2.3,2.8,november,2025-26,18.4,4.8,71.1,16.8,33.0,0.7,1.24,19.6,1.8,3.4,12.5,,,,14.7,32.8,,,16.4,,15.5,37.0,20.0,80.0,20.0,4.761904761904762,25.4,7-3,305.0,87
1626167,Myles Turner,MIL,16,29.8,13.6,6.2,1.4,4.6,9.9,2.5,5.9,1.9,2.7,november,2025-26,17.8,6.5,61.3,9.6,33.5,0.8,1.51,23.4,0.9,0.7,2.9,,7.7,,17.7,7.3,42.3,,7.1,,6.0,64.0,13.7,86.3,13.7,59.5959595959596,29.8,6-11,250.0,83
203084,Harrison Barnes,SAS,14,30.7,13.5,3.9,1.9,4.7,9.2,2.4,5.5,1.6,1.9,november,2025-26,15.6,8.4,67.1,8.9,39.2,1.5,2.25,22.9,0.7,0.3,0.9,8.0,18.8,3.3,5.0,2.5,43.8,4.8,,4.8,,65.1,30.3,69.7,30.3,59.782608695652186,30.7,6-7,225.0,79
1629640,Keldon Johnson,SAS,14,24.3,13.5,6.9,2.1,5.3,9.4,0.8,2.9,2.1,2.6,november,2025-26,19.8,12.7,64.2,14.7,42.1,1.6,2.23,19.9,0.4,0.1,2.6,3.9,20.0,2.8,,4.4,32.0,7.4,9.2,,10.9,68.4,40.5,59.5,40.5,30.851063829787233,24.3,6-6,220.0,78
1629130,Duncan Robinson,DET,15,32.3,13.5,3.0,2.5,4.6,10.3,3.3,8.1,1.0,1.3,november,2025-26,14.5,9.3,62.0,7.9,39.4,1.1,1.68,28.6,0.2,0.0,0.4,,18.5,7.9,4.3,,31.2,11.7,,18.8,,55.1,10.1,89.9,10.1,78.64077669902912,32.3,6-7,215.0,79
1642276,Kel'el Ware,MIA,15,26.1,13.5,11.8,0.4,5.3,9.5,1.0,2.1,1.8,2.2,november,2025-26,17.2,2.0,64.1,15.3,37.3,0.8,1.24,17.6,0.7,0.2,8.4,,16.8,,5.0,4.5,25.3,,18.5,,22.6,61.8,22.5,77.5,22.5,22.10526315789474,26.1,7-0,230.0,84
1630200,Tre Jones,CHI,11,28.3,13.4,3.3,4.3,4.5,8.6,0.1,1.3,4.4,5.1,november,2025-26,17.7,22.0,61.4,11.2,61.6,3.6,3.54,27.9,0.4,0.0,1.3,4.8,22.7,32.0,,,22.7,4.5,3.0,,,64.8,51.0,49.0,51.0,15.116279069767444,28.3,6-1,190.0,73
1631221,Collin Gillespie,PHX,15,26.7,13.3,3.9,4.7,4.6,10.4,2.9,6.5,1.2,1.4,november,2025-26,19.6,24.7,60.2,12.0,56.6,3.7,3.89,25.7,0.6,0.0,0.9,3.3,16.4,33.5,,,22.7,7.6,2.2,7.0,2.0,67.9,43.5,56.5,43.5,62.5,26.7,6-1,195.0,73
1642852,Derik Queen,NOP,16,24.8,13.1,6.4,4.4,5.0,10.3,0.1,0.9,3.0,3.8,november,2025-26,24.1,25.9,55.1,11.4,53.4,2.6,2.98,29.3,1.3,1.7,2.8,18.6,19.6,7.2,8.9,6.3,11.2,,8.5,,9.7,61.6,62.5,37.5,62.5,8.737864077669903,24.8,6-9,250.0,81
1631109,Mark Williams,PHX,12,25.9,13.1,9.1,1.4,5.2,7.8,0.0,0.0,2.8,3.6,november,2025-26,16.8,8.1,70.1,15.0,38.0,0.9,1.47,22.3,2.8,0.3,8.8,,15.1,,19.3,5.0,,,27.6,,23.1,63.2,32.3,67.7,32.3,0.0,25.9,7-1,240.0,85
1628392,Isaiah Hartenstein,OKC,13,26.1,13.1,10.5,3.6,5.5,7.8,0.0,0.2,2.0,3.0,november,2025-26,17.9,18.7,71.3,17.5,50.3,1.4,1.68,29.5,4.2,0.2,10.1,,7.4,,19.9,5.6,,,40.3,,10.2,41.5,19.4,80.6,19.4,2.5641025641025643,26.1,7-0,250.0,84
1641710,Anthony Black,ORL,14,27.8,13.0,2.9,3.2,4.8,10.3,1.2,3.6,2.2,3.2,november,2025-26,19.9,16.5,55.6,8.1,51.1,2.9,3.4,24.5,0.3,0.0,1.1,4.4,27.4,21.8,,,25.5,4.7,3.6,1.9,2.7,75.8,37.3,62.7,37.3,34.95145631067961,27.8,6-7,200.0,79
1630541,Moses Moody,GSW,15,28.0,13.0,3.6,1.6,4.2,10.2,2.7,7.0,1.9,2.2,november,2025-26,17.8,8.4,58.2,8.0,35.9,1.4,2.34,26.3,0.5,0.0,1.6,4.9,19.0,5.4,,,40.4,5.2,3.7,13.1,3.2,56.1,14.3,85.7,14.3,68.62745098039215,28.0,6-5,211.0,77
1629014,Anfernee Simons,BOS,14,22.2,12.9,2.0,2.9,4.6,10.0,2.3,5.6,1.4,1.6,november,2025-26,22.9,20.7,60.0,9.6,42.1,3.2,4.55,20.8,0.2,0.0,0.3,18.2,14.5,28.8,,,19.8,7.2,,4.9,,54.4,53.1,46.9,53.1,55.99999999999999,22.2,6-3,200.0,75
1628976,Wendell Carter Jr.,ORL,13,30.3,12.8,7.4,2.2,4.5,8.1,1.3,3.1,2.5,2.8,november,2025-26,15.4,10.1,68.7,10.2,42.8,1.1,1.59,30.7,3.2,0.4,5.7,,10.9,,19.2,3.2,26.2,,17.1,,12.7,43.9,20.7,79.3,20.7,38.27160493827161,30.3,6-10,270.0,82
1630198,Isaiah Joe,OKC,15,23.6,12.7,2.6,1.5,3.8,8.7,2.7,6.9,2.3,2.5,november,2025-26,19.0,8.8,64.5,9.9,30.1,1.1,2.22,19.7,0.6,0.0,0.9,,21.2,,9.4,,39.9,9.4,4.3,6.8,,66.7,5.3,94.7,5.3,79.31034482758622,23.6,6-4,165.0,76
1641739,Toumani Camara,POR,14,34.8,12.6,5.7,2.4,4.6,11.4,2.5,7.8,0.9,1.1,november,2025-26,16.3,9.5,53.0,5.4,60.7,2.0,2.01,31.9,0.8,0.1,3.2,6.3,20.3,4.4,5.4,,40.5,2.6,9.1,,4.7,70.8,23.1,76.9,23.1,68.42105263157895,34.8,6-7,230.0,79
1641764,Brandin Podziemski,GSW,15,28.1,12.6,4.5,3.1,4.3,9.9,1.8,4.8,2.3,2.9,november,2025-26,18.3,18.2,56.3,10.2,60.9,3.4,3.35,28.7,0.8,0.3,1.3,6.1,17.2,25.1,2.4,,30.7,4.2,3.4,3.6,,63.2,28.1,71.9,28.1,48.48484848484848,28.1,6-4,205.0,76
1642281,Jaylon Tyson,CLE,10,27.7,12.6,5.6,1.8,4.6,9.8,2.5,5.3,0.9,1.2,november,2025-26,15.4,8.6,61.0,9.6,36.9,1.1,1.73,20.3,1.3,0.1,3.1,,21.6,5.4,8.2,,34.7,2.6,9.6,,7.6,61.5,19.6,80.4,19.6,54.08163265306122,27.7,6-6,215.0,78
1631108,Max Christie,DAL,16,29.3,12.5,4.0,2.2,4.4,9.5,2.5,5.9,1.3,1.7,november,2025-26,16.2,11.2,61.0,8.9,39.9,1.6,2.48,22.6,0.1,0.0,0.3,5.7,24.2,13.7,4.7,,33.9,4.0,2.6,5.7,,68.5,15.7,84.3,15.7,62.10526315789474,29.3,6-5,190.0,77
1642258,Zaccharie Risacher,ATL,14,25.5,12.4,3.1,1.9,4.9,10.4,1.6,5.1,1.0,1.6,november,2025-26,18.9,9.5,55.7,7.9,30.4,1.0,1.89,20.6,0.8,0.0,2.2,,35.0,4.0,,,29.9,6.7,8.9,5.9,5.4,60.3,14.5,85.5,14.5,49.03846153846153,25.5,6-8,200.0,80
1629661,Cameron Johnson,DEN,13,29.5,12.4,3.5,2.5,4.5,9.0,1.9,4.4,1.5,1.8,november,2025-26,15.5,9.8,63.1,7.5,37.8,1.4,2.21,24.5,0.5,0.0,1.0,,25.0,8.2,,,26.5,15.3,6.7,4.9,,55.8,19.0,81.0,19.0,48.88888888888889,29.5,6-8,210.0,80
203471,Dennis Schröder,SAC,13,28.3,12.4,3.9,5.8,4.2,10.9,1.5,4.4,2.4,3.1,november,2025-26,20.6,31.1,50.4,9.5,68.6,5.4,4.75,25.1,0.1,0.1,0.2,14.8,11.2,36.6,,,23.1,5.2,,,,65.2,63.6,36.4,63.6,40.36697247706422,28.3,6-1,175.0,73
1626156,D'Angelo Russell,DAL,12,21.8,12.3,2.9,4.6,4.5,10.8,1.4,5.2,1.9,2.8,november,2025-26,28.0,35.5,51.6,10.2,54.2,4.2,4.6,19.9,0.1,0.0,0.5,8.7,15.5,36.2,,,20.8,7.9,,,,39.6,59.3,40.7,59.3,48.148148148148145,21.8,6-3,193.0,75
1630577,Julian Champagnie,SAS,14,27.8,12.3,5.0,1.2,3.7,9.2,2.6,6.9,2.3,2.6,november,2025-26,17.1,5.8,59.2,8.5,40.8,1.0,1.52,22.6,0.2,0.0,1.2,,23.0,,5.3,,43.3,6.5,3.1,9.3,4.3,53.5,9.6,90.4,9.6,75.00000000000001,27.8,6-7,217.0,79
1642845,VJ Edgecombe,PHI,11,34.7,12.3,5.8,3.5,4.6,12.8,1.5,4.9,1.5,2.1,november,2025-26,18.4,13.9,44.7,5.7,68.7,3.6,3.18,35.1,1.0,0.1,2.5,8.3,20.3,21.9,3.4,,27.2,4.2,3.3,2.5,3.9,60.7,35.3,64.7,35.3,38.28125,34.7,6-4,180.0,76
1642907,Cedric Coward,MEM,15,28.1,12.3,6.4,2.9,4.2,10.4,1.5,5.0,2.3,2.8,november,2025-26,18.8,14.9,52.7,9.2,57.9,2.4,2.49,29.0,0.5,0.1,2.4,2.4,27.0,16.5,,,27.2,4.2,4.8,5.2,6.5,64.2,31.7,68.3,31.7,48.07692307692307,28.1,6-5,206.0,77
1630241,Sam Merrill,CLE,8,26.0,12.3,2.1,2.4,4.1,9.5,3.3,8.0,0.8,0.9,november,2025-26,15.8,12.5,62.0,7.3,42.5,1.2,1.66,26.8,0.8,0.1,0.8,,17.3,6.0,10.2,,36.8,10.5,3.8,4.5,,54.8,12.1,87.9,12.1,84.21052631578947,26.0,6-4,205.0,76
1628370,Malik Monk,SAC,13,23.9,12.2,2.2,2.1,4.5,10.9,1.5,4.4,1.6,1.8,november,2025-26,22.2,13.3,52.1,7.8,38.4,2.1,3.32,20.5,0.4,0.0,0.6,8.4,22.0,24.1,3.5,,25.5,6.7,,4.6,,65.5,40.7,59.3,40.7,40.36697247706422,23.9,6-3,200.0,75
1641824,Matas Buzelis,CHI,14,27.7,12.2,6.2,1.4,4.4,10.1,1.6,4.5,1.8,2.3,november,2025-26,18.8,7.0,55.1,8.1,45.6,1.8,2.33,22.0,0.5,0.0,2.4,4.1,27.9,19.6,1.6,,29.8,2.6,6.5,,3.6,56.0,30.6,69.4,30.6,44.554455445544555,27.7,6-8,196.0,80
1642846,Ace Bailey,UTA,14,23.5,12.1,3.3,1.6,4.8,9.3,1.7,4.4,0.9,1.1,november,2025-26,18.9,10.4,62.2,7.9,25.1,0.8,1.96,18.7,0.5,0.0,2.3,3.0,13.9,4.9,,,22.5,15.1,11.1,15.5,7.9,71.4,22.4,77.6,22.4,47.31182795698925,23.5,6-9,200.0,81
203501,Tim Hardaway Jr.,DEN,14,24.6,12.1,2.2,1.4,4.1,9.0,2.6,6.1,1.4,1.6,november,2025-26,16.7,7.5,62.6,8.6,29.6,0.9,1.79,18.8,0.5,0.0,0.6,2.2,21.3,5.7,3.2,,32.4,12.1,2.8,15.8,,60.9,10.5,89.5,10.5,67.77777777777777,24.6,6-5,205.0,77
1628381,John Collins,LAC,15,27.8,12.1,4.5,0.4,4.6,9.5,1.0,3.0,1.9,2.2,november,2025-26,17.9,2.2,57.8,6.6,36.2,1.2,1.96,17.0,1.3,1.1,2.7,,18.7,,6.3,9.1,33.6,2.3,10.3,,9.8,60.8,15.9,84.1,15.9,31.57894736842105,27.8,6-9,226.0,81
1627751,Jakob Poeltl,TOR,11,27.7,12.0,9.5,2.4,4.9,6.4,0.0,0.0,2.2,3.4,november,2025-26,13.7,11.7,76.5,14.1,41.3,1.1,1.55,25.2,3.0,0.5,8.5,,13.0,,16.7,,,,40.7,,14.8,56.2,20.4,79.6,20.4,0.0,27.7,7-0,253.0,84
1628989,Kevin Huerter,CHI,13,24.9,12.0,3.1,2.5,4.8,10.4,1.5,5.2,0.9,1.2,november,2025-26,19.6,14.3,55.1,7.4,39.5,1.4,2.15,26.2,0.3,0.0,1.8,,22.8,11.3,,,36.6,6.3,8.2,4.0,3.3,60.0,29.0,71.0,29.0,50.0,24.9,6-6,190.0,78
1630314,Brandon Williams,DAL,16,23.9,11.9,2.6,4.5,3.9,10.6,0.7,3.6,3.5,4.3,november,2025-26,25.0,28.0,47.8,9.3,54.9,4.5,4.95,21.6,0.2,0.0,0.7,10.6,20.5,35.5,,,19.9,5.0,,,,62.5,59.7,40.3,59.7,33.9622641509434,23.9,6-1,190.0,73
203903,Jordan Clarkson,NYK,14,20.8,11.9,2.0,1.9,4.6,9.4,1.4,4.6,1.3,1.5,november,2025-26,22.1,13.2,59.2,7.4,29.1,1.5,3.01,18.2,0.2,0.0,0.6,5.2,25.6,12.3,,,36.0,7.8,4.2,,3.9,57.5,29.7,70.3,29.7,48.93617021276595,20.8,6-5,194.0,77
1631106,Tari Eason,HOU,7,22.4,11.9,5.3,1.0,4.3,8.7,2.7,5.4,0.6,0.6,november,2025-26,18.0,6.0,66.1,11.7,33.1,1.3,2.29,15.6,0.3,0.0,1.6,5.0,19.9,5.4,,,43.3,,6.5,,9.2,71.4,20.0,80.0,20.0,62.068965517241395,22.4,6-8,215.0,80
202691,Klay Thompson,DAL,15,22.1,11.8,2.1,1.5,4.1,10.7,3.1,8.6,0.4,0.5,november,2025-26,20.9,11.3,53.9,8.8,26.6,1.0,2.14,19.9,0.2,0.0,0.4,,19.2,7.1,,,25.9,12.2,2.8,26.3,,43.5,9.7,90.3,9.7,80.37383177570094,22.1,6-5,220.0,77
1642377,Jaylen Wells,MEM,15,26.2,11.7,3.5,1.9,4.1,9.2,1.8,4.6,1.8,2.2,november,2025-26,17.1,9.8,57.7,7.6,30.6,1.4,2.74,21.3,0.3,0.0,1.1,3.0,21.5,12.7,,,39.8,3.8,4.8,4.2,3.2,56.4,24.6,75.4,24.6,50.0,26.2,6-7,,79
1631128,Christian Braun,DEN,6,28.5,11.7,4.8,3.5,4.3,8.7,0.7,2.8,2.3,3.2,november,2025-26,15.6,13.8,58.0,9.2,49.2,2.1,2.56,27.2,1.0,0.0,4.8,,33.3,,7.1,,20.6,7.8,11.3,,7.1,69.6,15.4,84.6,15.4,32.18390804597701,28.5,6-6,220.0,78
