PLAYER_ID,PLAYER,TEAM,Season,Month,Archetype,Category,USG_Pct,AST_Pct,ThreePt_Rate,Height_Inches,GP,MPG,PTS
1630245,Ayo Dosunmu,CHI,2024-25,october,Role Player,Role,13.4,23.2,51.21951219512195,77,5,26.6,7.0
1629731,Dean Wade,CLE,2024-25,october,3&D Wing,Wing,11.1,8.9,80.0,81,5,24.0,7.0
1627739,Kris Dunn,LAC,2024-25,october,Role Player,Role,10.5,14.3,47.82608695652175,75,5,21.8,6.8
1642274,Yves Missi,NOP,2024-25,october,Rim Runner,Big,15.6,14.1,0.0,83,5,19.8,6.8
1641730,Noah Clowney,BKN,2024-25,october,3&D Wing,Wing,20.6,1.9,54.05405405405405,81,5,16.2,6.4
1642419,Jamison Battle,TOR,2024-25,october,Role Player,Role,13.0,3.8,68.18181818181817,79,5,15.2,6.2
203110,Draymond Green,GSW,2024-25,october,Role Player,Role,11.7,20.2,50.0,78,5,25.1,6.0
1630631,Jose Alvarado,NOP,2024-25,october,Role Player,Role,14.3,33.3,65.38461538461539,72,5,19.7,5.6
203484,Kentavious Caldwell-Pope,MEM,2024-25,october,Role Player,Role,11.1,6.9,74.99999999999999,77,5,28.8,5.6
203935,Marcus Smart,WAS,2024-25,october,Role Player,Role,17.9,16.9,52.94117647058824,75,5,19.8,5.6
1642264,Stephon Castle,SAS,2024-25,october,Role Player,Role,18.4,22.7,30.303030303030305,78,5,20.8,5.6
1627777,Georges Niang,ATL,2024-25,october,Role Player,Role,13.5,4.8,76.0,79,5,18.2,5.4
1629750,Javonte Green,CLE,2024-25,october,3&D Wing,Wing,8.7,4.9,50.0,77,5,21.0,5.4
1626172,Kevon Looney,GSW,2024-25,october,Role Player,Role,15.9,16.1,0.0,81,5,15.2,5.4
1630241,Sam Merrill,CLE,2024-25,october,Role Player,Role,12.7,10.1,92.0,76,5,18.9,5.4
1629637,Jaxson Hayes,LAL,2024-25,october,Rim Runner,Big,10.0,12.1,0.0,84,5,15.8,5.2
