PLAYER_ID,PLAYER,TEAM,Season,Month,Archetype,Category,Size,USG_Pct,AST_Pct,ThreePt_Rate,Isolation_Freq,Height_Inches,GP,MPG,PTS
1630178,Tyrese Maxey,PHI,2025-26,december,Shot Creator,Scorer,Guard,27.9,28.6,37.21973094170404,14.5,74,10,38.2,28.0
1641718,Keyonte George,UTA,2025-26,december,Primary Initiator,Primary,Guard,28.4,28.9,44.06779661016949,12.3,76,13,35.1,27.7
1628374,Lauri Markkanen,UTA,2025-26,december,Finisher,Finisher,Big,25.2,8.4,35.35911602209944,4.0,85,9,35.6,27.1
201142,Kevin Durant,HOU,2025-26,december,Shot Creator,Scorer,Big,26.0,22.1,29.239766081871345,20.8,83,13,36.3,26.6
1627750,Jamal Murray,DEN,2025-26,december,Shot Creator,Scorer,Guard,27.8,30.1,41.361256544502616,14.6,76,14,35.1,26.5
203954,Joel Embiid,PHI,2025-26,december,Shot Creator,Scorer,Big,35.2,19.0,23.97959183673469,12.3,84,7,31.3,25.9
1630552,Jalen Johnson,ATL,2025-26,december,Secondary Ball Handler,Secondary,Forward,27.4,39.9,27.51322751322752,7.9,80,12,36.3,25.8
1626164,Devin Booker,PHX,2025-26,december,Shot Creator,Scorer,Guard,31.7,26.3,26.6304347826087,14.0,77,9,30.4,25.1
1630166,Deni Avdija,POR,2025-26,december,Shot Creator,Scorer,Forward,27.5,35.5,36.64596273291925,14.0,80,14,36.7,24.6
1642843,Cooper Flagg,DAL,2025-26,december,Shot Creator,Scorer,Forward,25.9,18.7,17.441860465116278,13.3,81,13,35.6,23.5
1630595,Cade Cunningham,DET,2025-26,december,Secondary Ball Handler,Secondary,Forward,27.1,42.1,33.72093023255814,11.5,78,13,34.4,23.5
201935,James Harden,LAC,2025-26,december,Shot Creator,Scorer,Guard,27.8,30.1,50.931677018633536,42.5,77,11,35.2,23.5
1630578,Alperen Sengun,HOU,2025-26,december,Shot Creator,Scorer,Big,28.2,29.1,9.392265193370166,14.9,83,9,34.7,23.4
1629627,Zion Williamson,NOP,2025-26,december,Shot Creator,Scorer,Forward,29.0,18.8,0.0,23.8,78,9,25.9,23.4
1627742,Brandon Ingram,TOR,2025-26,december,Shot Creator,Scorer,Forward,27.9,18.7,31.57894736842105,13.8,80,14,34.8,23.1
1627783,Pascal Siakam,IND,2025-26,december,Shot Creator,Scorer,Forward,28.4,15.1,26.13636363636363,13.3,80,14,32.8,22.9
1631101,Shaedon Sharpe,POR,2025-26,december,Shot Creator,Scorer,Guard,30.0,16.7,28.723404255319156,12.3,77,14,31.4,22.9
203507,Giannis Antetokounmpo,MIL,2025-26,december,Playmaking Big,Big,Big,38.0,25.8,8.695652173913043,10.9,83,5,22.6,22.8
1626181,Norman Powell,MIA,2025-26,december,Finisher,Finisher,Guard,26.4,14.7,42.94117647058823,10.9,75,12,32.1,22.6
1626157,Karl-Anthony Towns,NYK,2025-26,december,Role Player,Role,Big,24.9,10.6,31.15942028985507,10.0,84,12,31.8,22.3
203924,Jerami Grant,POR,2025-26,december,Stretch Shooter,Shooter,Forward,24.9,16.1,50.29239766081871,10.7,79,7,33.9,22.3
1628401,Derrick White,BOS,2025-26,december,Stretch Shooter,Shooter,Guard,26.3,22.4,63.74269005847953,4.7,76,12,34.2,22.3
1629630,Ja Morant,MEM,2025-26,december,Primary Initiator,Primary,Guard,30.9,43.0,17.28395061728395,14.1,74,5,26.7,22.2
1641705,Victor Wembanyama,SAS,2025-26,december,Shot Creator,Scorer,Big,33.1,18.4,22.55639097744361,14.5,88,9,23.2,21.9
2544,LeBron James,LAL,2025-26,december,Shot Creator,Scorer,Forward,27.5,29.4,31.05590062111801,12.8,81,11,33.0,21.6
1630559,Austin Reaves,LAL,2025-26,december,Shot Creator,Scorer,Guard,28.0,24.6,47.26027397260275,13.5,77,7,31.8,21.6
1630530,Trey Murphy III,NOP,2025-26,december,Secondary Ball Handler,Secondary,Forward,20.7,14.8,40.26845637583892,6.6,80,14,35.2,21.5
1628415,Dillon Brooks,PHX,2025-26,december,Secondary Ball Handler,Secondary,Forward,27.5,8.4,36.781609195402304,9.3,79,12,30.6,21.4
1630163,LaMelo Ball,CHA,2025-26,december,Primary Initiator,Primary,Forward,31.8,45.5,58.490566037735846,12.2,79,10,26.8,21.4
203944,Julius Randle,MIN,2025-26,december,Shot Creator,Scorer,Forward,25.3,24.8,26.282051282051285,15.8,81,14,34.0,21.3
203076,Anthony Davis,DAL,2025-26,december,Post Scorer,Big,Big,28.6,14.3,10.674157303370784,11.5,82,10,30.1,21.2
1641706,Brandon Miller,CHA,2025-26,december,Secondary Ball Handler,Secondary,Forward,27.9,16.5,43.85026737967914,10.8,79,11,33.2,21.0
1642851,Kon Knueppel,CHA,2025-26,december,Stretch Shooter,Shooter,Forward,23.1,21.7,60.0,,78,12,32.5,20.8
1629027,Trae Young,WAS,2025-26,december,Stretch Shooter,Shooter,Guard,26.0,44.2,50.76923076923077,12.0,74,5,28.2,20.8
1629638,Nickeil Alexander-Walker,ATL,2025-26,december,Movement Shooter,Shooter,Guard,24.1,11.3,51.4792899408284,2.9,77,14,32.8,20.7
1630217,Desmond Bane,ORL,2025-26,december,Secondary Ball Handler,Secondary,Forward,23.3,20.2,30.53892215568862,7.0,78,14,35.2,20.2
1629645,Kevin Porter Jr.,MIL,2025-26,december,Secondary Ball Handler,Secondary,Guard,24.8,35.5,37.93103448275862,9.8,77,13,35.8,19.9
1628368,De'Aaron Fox,SAS,2025-26,december,Secondary Ball Handler,Secondary,Guard,24.7,25.6,38.70967741935484,10.1,75,13,31.4,19.8
203468,CJ McCollum,ATL,2025-26,december,Secondary Ball Handler,Secondary,Guard,24.0,18.8,46.202531645569614,8.8,75,14,32.6,19.5
1641708,Amen Thompson,HOU,2025-26,december,Secondary Ball Handler,Secondary,Forward,20.1,19.8,13.333333333333334,9.4,79,13,37.3,19.2
1641710,Anthony Black,ORL,2025-26,december,Secondary Ball Handler,Secondary,Forward,24.7,20.3,35.294117647058826,4.4,79,14,33.1,18.9
1631094,Paolo Banchero,ORL,2025-26,december,Shot Creator,Scorer,Big,26.1,23.1,21.935483870967744,14.7,82,12,33.7,18.9
202710,Jimmy Butler III,GSW,2025-26,december,Shot Creator,Scorer,Forward,21.9,21.1,17.094017094017094,17.7,78,11,31.4,18.7
201942,DeMar DeRozan,SAC,2025-26,december,Shot Creator,Scorer,Forward,20.1,17.9,17.293233082706767,19.9,78,12,33.3,18.7
1642264,Stephon Castle,SAS,2025-26,december,Secondary Ball Handler,Secondary,Forward,27.6,32.0,33.08270676691729,8.4,78,11,28.9,18.6
1630591,Jalen Suggs,ORL,2025-26,december,Secondary Ball Handler,Secondary,Guard,26.5,22.1,47.4025974025974,6.6,77,7,29.1,18.6
1628991,Jaren Jackson Jr.,MEM,2025-26,december,3&D Wing,Wing,Big,24.6,11.0,28.965517241379317,11.1,82,12,30.8,18.4
1631096,Chet Holmgren,OKC,2025-26,december,Finisher,Finisher,Big,23.4,6.8,27.966101694915253,7.8,85,12,27.4,18.3
1629636,Darius Garland,CLE,2025-26,december,Secondary Ball Handler,Secondary,Guard,24.9,31.9,46.0,6.7,73,12,31.6,18.3
1630567,Scottie Barnes,TOR,2025-26,december,Finisher,Finisher,Forward,22.1,24.9,23.972602739726028,7.9,80,14,35.3,17.9
1631114,Jalen Williams,OKC,2025-26,december,Shot Creator,Scorer,Guard,26.1,26.2,21.08843537414966,14.8,77,13,29.5,17.8
1630180,Saddiq Bey,NOP,2025-26,december,3&D Wing,Wing,Forward,20.7,9.8,32.41379310344828,6.5,80,14,32.1,17.6
1630581,Josh Giddey,CHI,2025-26,december,Secondary Ball Handler,Secondary,Forward,24.7,38.8,38.63636363636363,5.0,79,13,31.2,17.5
1629673,Jordan Poole,NOP,2025-26,december,Stretch Shooter,Shooter,Guard,24.5,17.1,64.12213740458016,7.9,76,9,25.8,17.2
1629614,Andrew Nembhard,IND,2025-26,december,Secondary Ball Handler,Secondary,Guard,24.0,36.5,32.16783216783216,8.9,76,14,32.1,17.1
202331,Paul George,PHI,2025-26,december,Shot Creator,Scorer,Forward,22.1,16.3,51.44927536231884,18.4,80,10,31.5,17.1
1642845,VJ Edgecombe,PHI,2025-26,december,Secondary Ball Handler,Secondary,Guard,20.6,18.4,43.44827586206896,8.3,76,11,33.5,17.1
1629632,Coby White,CHI,2025-26,december,Secondary Ball Handler,Secondary,Guard,26.2,20.3,47.93388429752066,7.7,76,11,26.9,16.9
1630193,Immanuel Quickley,TOR,2025-26,december,Stretch Shooter,Shooter,Guard,21.8,27.6,54.13533834586466,6.1,74,13,32.3,16.8
1631095,Jabari Smith Jr.,HOU,2025-26,december,Stretch Shooter,Shooter,Big,18.1,7.4,50.3875968992248,5.6,83,13,36.0,16.8
1631170,Jaime Jaquez Jr.,MIA,2025-26,december,Shot Creator,Scorer,Forward,23.1,20.3,13.846153846153848,14.8,78,13,29.5,16.8
1630168,Onyeka Okongwu,ATL,2025-26,december,3&D Wing,Wing,Big,19.8,16.4,41.91176470588236,1.6,82,14,33.8,16.6
1626171,Bobby Portis,MIL,2025-26,december,3&D Wing,Wing,Forward,23.6,11.3,40.310077519379846,3.2,81,13,26.7,16.5
1628969,Mikal Bridges,NYK,2025-26,december,3&D Wing,Wing,Forward,16.9,17.1,44.27480916030535,2.3,78,14,35.5,16.5
1628389,Bam Adebayo,MIA,2025-26,december,3&D Wing,Wing,Forward,21.7,10.9,25.75757575757576,8.0,81,11,31.7,16.4
1631221,Collin Gillespie,PHX,2025-26,december,Stretch Shooter,Shooter,Guard,19.8,23.6,59.37499999999999,3.3,73,12,31.4,16.3
1631105,Jalen Duren,DET,2025-26,december,Finisher,Finisher,Big,20.9,7.8,0.0,8.9,82,13,28.2,16.2
201566,Russell Westbrook,SAC,2025-26,december,Shot Creator,Scorer,Guard,25.7,38.1,40.27777777777777,13.4,76,12,30.1,16.2
1631097,Bennedict Mathurin,IND,2025-26,december,Secondary Ball Handler,Secondary,Guard,21.3,9.5,49.19354838709677,9.0,77,14,32.0,16.1
1630596,Evan Mobley,CLE,2025-26,december,Finisher,Finisher,Big,21.3,17.6,23.4375,4.7,83,9,29.9,16.0
1630202,Payton Pritchard,BOS,2025-26,december,Shot Creator,Scorer,Guard,20.7,23.6,54.16666666666666,12.8,73,12,33.7,16.0
1642285,Cam Spencer,MEM,2025-26,december,Movement Shooter,Shooter,Guard,17.6,34.2,60.0,3.0,75,11,28.4,15.9
1630583,Santi Aldama,MEM,2025-26,december,3&D Wing,Wing,Big,19.0,13.1,45.45454545454546,,84,12,31.2,15.8
1642281,Jaylon Tyson,CLE,2025-26,december,3&D Wing,Wing,Forward,19.5,10.4,33.91304347826087,,78,14,28.8,15.8
1628970,Miles Bridges,CHA,2025-26,december,3&D Wing,Wing,Forward,22.4,19.9,38.40579710144928,9.0,79,12,30.7,15.7
202696,Nikola Vučević,CHI,2025-26,december,Post Scorer,Big,Forward,21.2,15.2,32.83582089552239,,81,14,29.4,15.6
1631157,Ryan Rollins,MIL,2025-26,december,Secondary Ball Handler,Secondary,Guard,22.7,28.5,43.74999999999999,7.3,75,13,29.7,15.6
1630230,Naji Marshall,DAL,2025-26,december,3&D Wing,Wing,Forward,17.2,12.2,23.809523809523807,5.6,78,13,31.0,15.5
1642875,Maxime Raynaud,SAC,2025-26,december,Finisher,Finisher,Big,19.2,7.3,8.620689655172415,,85,12,30.6,15.5
1629675,Naz Reid,MIN,2025-26,december,Movement Shooter,Shooter,Forward,20.5,14.8,62.698412698412696,3.8,81,14,29.2,15.4
1642907,Cedric Coward,MEM,2025-26,december,Secondary Ball Handler,Secondary,Guard,21.5,18.6,37.06896551724138,2.4,77,11,27.5,15.4
1641824,Matas Buzelis,CHI,2025-26,december,Secondary Ball Handler,Secondary,Forward,20.7,8.4,47.66355140186916,4.1,80,14,26.5,15.4
203952,Andrew Wiggins,MIA,2025-26,december,3&D Wing,Wing,Forward,19.2,12.9,34.12698412698413,10.9,78,12,31.4,15.3
1641730,Noah Clowney,BKN,2025-26,december,Stretch Shooter,Shooter,Big,21.9,11.6,61.40350877192983,4.6,82,11,29.9,15.1
1642852,Derik Queen,NOP,2025-26,december,Shot Creator,Scorer,Forward,21.9,23.3,10.909090909090908,18.6,81,14,29.2,15.0
203501,Tim Hardaway Jr.,DEN,2025-26,december,Movement Shooter,Shooter,Guard,17.6,6.7,68.46846846846847,2.2,77,14,30.0,14.8
1628384,OG Anunoby,NYK,2025-26,december,3&D Wing,Wing,Forward,19.5,7.4,45.2991452991453,5.9,79,11,33.5,14.5
1642377,Jaylen Wells,MEM,2025-26,december,3&D Wing,Wing,Forward,18.7,9.2,44.44444444444444,3.0,79,12,30.0,14.3
1642259,Alex Sarr,WAS,2025-26,december,Finisher,Finisher,Big,23.1,14.3,22.83464566929134,5.3,84,7,25.4,14.3
1630540,Miles McBride,NYK,2025-26,december,Role Player,Role,Guard,16.3,11.7,77.27272727272727,4.7,74,6,26.2,14.2
1629023,P.J. Washington,DAL,2025-26,december,3&D Wing,Wing,Forward,17.5,5.6,32.142857142857146,4.1,79,9,32.5,14.1
1642273,Kyshawn George,WAS,2025-26,december,Role Player,Role,Forward,18.7,21.7,48.24561403508772,6.1,80,11,32.7,13.8
203471,Dennis Schröder,SAC,2025-26,december,Shot Creator,Scorer,Guard,23.8,37.3,36.458333333333336,14.8,73,8,24.4,13.8
1627826,Ivica Zubac,LAC,2025-26,december,Post Scorer,Big,Big,17.4,9.8,0.0,,84,8,30.9,13.8
1629640,Keldon Johnson,SAS,2025-26,december,3&D Wing,Wing,Forward,19.7,6.0,34.48275862068966,3.9,78,14,21.7,13.7
1628404,Josh Hart,NYK,2025-26,december,3&D Wing,Wing,Guard,16.7,19.5,45.19230769230769,,77,10,33.8,13.7
1630170,Devin Vassell,SAS,2025-26,december,Movement Shooter,Shooter,Guard,17.7,10.5,60.86956521739131,2.7,77,13,30.0,13.7
1630183,Jaden McDaniels,MIN,2025-26,december,3&D Wing,Wing,Forward,17.3,14.0,29.090909090909093,2.3,81,13,32.1,13.7
1629651,Nic Claxton,BKN,2025-26,december,Shot Creator,Scorer,Big,16.3,24.8,3.225806451612903,14.1,83,11,31.2,13.6
203994,Jusuf Nurkić,UTA,2025-26,december,Playmaking Big,Big,Big,20.2,26.4,17.204301075268816,,83,10,27.0,13.6
1630700,Dyson Daniels,ATL,2025-26,december,Finisher,Finisher,Forward,18.4,21.7,16.666666666666664,5.6,79,13,34.5,13.5
1642267,Bub Carrington,WAS,2025-26,december,Role Player,Role,Guard,17.9,21.6,61.0,4.8,76,14,29.4,13.4
1628381,John Collins,LAC,2025-26,december,3&D Wing,Wing,Forward,19.7,8.9,36.458333333333336,,81,11,26.5,13.3
1628386,Jarrett Allen,CLE,2025-26,december,Finisher,Finisher,Forward,19.5,12.6,2.272727272727273,,81,9,24.6,13.2
1642848,Tre Johnson,WAS,2025-26,december,Movement Shooter,Shooter,Guard,21.8,13.9,52.52525252525253,3.2,77,10,22.3,13.2
1642276,Kel'el Ware,MIA,2025-26,december,3&D Wing,Wing,Big,15.8,2.8,38.55421686746988,,84,13,24.9,13.1
1631212,Peyton Watson,DEN,2025-26,december,Finisher,Finisher,Forward,16.8,3.8,33.33333333333333,6.7,80,12,29.6,12.8
1641739,Toumani Camara,POR,2025-26,december,3&D Wing,Wing,Forward,16.5,12.3,71.15384615384616,6.3,79,14,32.5,12.8
1642263,Reed Sheppard,HOU,2025-26,december,Stretch Shooter,Shooter,Guard,19.4,17.8,59.09090909090909,4.6,74,13,26.3,12.8
1641764,Brandin Podziemski,GSW,2025-26,december,Stretch Shooter,Shooter,Guard,18.1,20.8,53.93258426966292,6.1,76,13,26.0,12.7
1629012,Collin Sexton,CHA,2025-26,december,Secondary Ball Handler,Secondary,Guard,29.2,33.8,30.927835051546392,5.2,75,6,18.1,12.7
1628976,Wendell Carter Jr.,ORL,2025-26,december,3&D Wing,Wing,Big,14.5,8.8,39.56043956043956,,82,14,31.3,12.6
1628963,Marvin Bagley III,WAS,2025-26,december,Finisher,Finisher,Big,18.1,12.2,7.228915662650602,7.3,82,13,24.0,12.6
1631109,Mark Williams,PHX,2025-26,december,Finisher,Finisher,Big,17.1,8.8,1.4285714285714286,,85,11,21.7,12.5
1626167,Myles Turner,MIL,2025-26,december,Stretch Shooter,Shooter,Big,18.6,7.8,65.26315789473685,,83,13,27.7,12.5
1629661,Cameron Johnson,DEN,2025-26,december,3&D Wing,Wing,Forward,14.3,9.4,52.63157894736842,,80,10,34.0,12.5
1631099,Keegan Murray,SAC,2025-26,december,3&D Wing,Wing,Forward,17.3,4.8,33.87096774193549,4.2,80,10,35.3,12.5
1628978,Donte DiVincenzo,MIN,2025-26,december,Movement Shooter,Shooter,Guard,16.5,20.4,74.77477477477478,1.9,76,14,31.8,12.4
1629028,Deandre Ayton,LAL,2025-26,december,Finisher,Finisher,Big,14.6,3.5,0.0,,84,10,29.4,12.3
1642847,Jeremiah Fears,NOP,2025-26,december,Secondary Ball Handler,Secondary,Guard,22.9,18.8,18.421052631578945,7.2,75,14,25.9,12.3
1629014,Anfernee Simons,BOS,2025-26,december,Shot Creator,Scorer,Guard,21.2,10.4,59.43396226415094,18.2,75,12,23.1,12.1
1628398,Kyle Kuzma,MIL,2025-26,december,3&D Wing,Wing,Forward,21.1,14.8,19.565217391304348,5.1,80,12,26.9,12.1
1630314,Brandon Williams,DAL,2025-26,december,Secondary Ball Handler,Secondary,Guard,21.1,21.6,22.619047619047617,10.6,73,11,22.1,12.0
203497,Rudy Gobert,MIN,2025-26,december,Finisher,Finisher,Big,12.9,8.4,0.0,,85,14,31.4,12.0
1630200,Tre Jones,CHI,2025-26,december,Finisher,Finisher,Guard,16.2,29.2,22.666666666666664,4.8,73,11,24.2,11.9
203084,Harrison Barnes,SAS,2025-26,december,3&D Wing,Wing,Forward,16.8,10.4,57.29166666666667,8.0,79,14,27.8,11.9
1630241,Sam Merrill,CLE,2025-26,december,Stretch Shooter,Shooter,Guard,18.1,14.6,74.22680412371135,,76,6,25.8,11.8
202699,Tobias Harris,DET,2025-26,december,3&D Wing,Wing,Forward,19.1,13.0,35.64356435643565,4.2,80,12,25.1,11.8
1642349,Ajay Mitchell,OKC,2025-26,december,Role Player,Role,Guard,16.9,16.8,32.05128205128205,8.9,76,11,24.3,11.8
1642856,Egor Dëmin,BKN,2025-26,december,Stretch Shooter,Shooter,Forward,20.3,17.3,67.32673267326733,3.6,80,11,26.6,11.8
1642270,Donovan Clingan,POR,2025-26,december,Finisher,Finisher,Big,14.4,9.1,28.37837837837838,,86,11,27.8,11.7
202691,Klay Thompson,DAL,2025-26,december,Movement Shooter,Shooter,Guard,21.3,6.3,68.46846846846847,,77,11,22.5,11.7
1631106,Tari Eason,HOU,2025-26,december,3&D Wing,Wing,Forward,19.5,6.9,44.18604651162791,5.0,80,5,21.9,11.6
1641709,Ausar Thompson,DET,2025-26,december,Finisher,Finisher,Forward,19.9,13.2,2.469135802469136,7.7,79,13,23.9,11.2
1629631,De'Andre Hunter,CLE,2025-26,december,3&D Wing,Wing,Forward,18.5,7.1,47.42268041237113,7.5,79,13,26.2,11.2
1642271,Kyle Filipowski,UTA,2025-26,december,3&D Wing,Wing,Big,16.7,11.5,35.80246913580247,,83,13,25.0,11.2
1630249,Vít Krejčí,ATL,2025-26,december,Movement Shooter,Shooter,Forward,14.4,7.4,82.27848101265822,,80,14,24.7,11.0
1642846,Ace Bailey,UTA,2025-26,december,Role Player,Role,Forward,18.2,6.9,44.44444444444444,3.0,81,11,27.3,10.8
1631108,Max Christie,DAL,2025-26,december,3&D Wing,Wing,Guard,13.8,9.8,55.07246376811593,5.7,77,11,26.7,10.7
1629111,Jock Landale,MEM,2025-26,december,Post Scorer,Big,Big,18.3,9.6,38.55421686746988,,83,10,22.6,10.7
1630245,Ayo Dosunmu,CHI,2025-26,december,3&D Wing,Wing,Guard,18.3,22.0,42.5531914893617,2.2,76,10,24.8,10.6
1630572,Sandro Mamukelashvili,TOR,2025-26,december,3&D Wing,Wing,Forward,16.5,10.3,52.38095238095239,,81,14,23.7,10.6
1641731,Bilal Coulibaly,WAS,2025-26,december,Secondary Ball Handler,Secondary,Forward,20.1,10.0,45.45454545454545,4.8,79,8,26.2,10.5
1630529,Herbert Jones,NOP,2025-26,december,3&D Wing,Wing,Forward,18.9,14.2,39.77272727272727,,79,6,22.0,10.5
1629674,Neemias Queta,BOS,2025-26,december,Finisher,Finisher,Big,14.3,7.3,0.0,,84,12,25.9,10.3
1630171,Isaac Okoro,CHI,2025-26,december,3&D Wing,Wing,Guard,14.8,5.6,38.02816901408451,,76,10,23.4,10.3
1628989,Kevin Huerter,CHI,2025-26,december,3&D Wing,Wing,Forward,17.7,10.4,65.11627906976743,,78,10,22.1,10.3
1642844,Dylan Harper,SAS,2025-26,december,Secondary Ball Handler,Secondary,Guard,23.9,29.2,27.27272727272728,7.7,77,14,21.2,10.3
203903,Jordan Clarkson,NYK,2025-26,december,3&D Wing,Wing,Guard,19.6,7.5,46.06741573033708,5.2,77,14,22.2,10.3
203935,Marcus Smart,LAL,2025-26,december,Role Player,Role,Guard,16.4,13.5,73.86363636363636,4.2,75,8,27.8,10.3
1629656,Quentin Grimes,PHI,2025-26,december,3&D Wing,Wing,Guard,14.7,19.5,68.18181818181817,10.4,76,10,30.2,10.2
1641842,Ronald Holland II,DET,2025-26,december,3&D Wing,Wing,Forward,21.0,6.8,32.05128205128205,3.8,80,11,19.3,10.1
1630191,Isaiah Stewart,DET,2025-26,december,Finisher,Finisher,Forward,16.2,5.2,31.944444444444443,,80,13,22.9,10.1
1631126,Caleb Love,POR,2025-26,december,Stretch Shooter,Shooter,Guard,20.7,16.6,59.34065934065935,8.4,75,14,21.0,10.1
1630577,Julian Champagnie,SAS,2025-26,december,Movement Shooter,Shooter,Forward,13.2,5.8,82.05128205128206,,79,14,26.6,10.0
1629130,Duncan Robinson,DET,2025-26,december,Movement Shooter,Shooter,Forward,13.7,8.0,84.81012658227847,,79,11,25.9,9.9
201567,Kevin Love,UTA,2025-26,december,3&D Wing,Wing,Big,17.4,11.2,73.41772151898734,,82,8,20.2,9.9
203114,Khris Middleton,WAS,2025-26,december,Post Scorer,Big,Forward,17.9,19.2,24.13793103448276,6.1,79,7,23.6,9.9
1628380,Zach Collins,CHI,2025-26,december,3&D Wing,Wing,Forward,17.7,11.4,32.8125,,81,10,18.4,9.7
1630692,Jordan Goodwin,PHX,2025-26,december,Stretch Shooter,Shooter,Guard,20.8,14.4,51.45631067961165,,75,12,23.3,9.6
1630538,Bones Hyland,MIN,2025-26,december,Stretch Shooter,Shooter,Guard,18.3,21.1,65.27777777777779,10.9,74,11,19.4,9.5
1631230,Dominick Barlow,PHI,2025-26,december,3&D Wing,Wing,Forward,13.4,7.0,20.28985507246377,,81,11,26.1,9.5
203110,Draymond Green,GSW,2025-26,december,3&D Wing,Wing,Forward,17.7,24.3,57.35294117647059,,78,10,23.8,9.5
1641775,Jordan Walsh,BOS,2025-26,december,3&D Wing,Wing,Forward,12.8,5.4,43.1372549019608,,78,11,20.6,9.5
1628370,Malik Monk,SAC,2025-26,december,Stretch Shooter,Shooter,Guard,24.2,21.6,51.85185185185186,8.4,75,10,18.1,9.4
1642366,Quinten Post,GSW,2025-26,december,Stretch Shooter,Shooter,Big,18.2,11.9,63.2183908045977,,84,13,21.8,9.3
1642461,Spencer Jones,DEN,2025-26,december,3&D Wing,Wing,Forward,11.1,5.6,54.99999999999999,,79,14,29.0,9.3
1630551,Justin Champagnie,WAS,2025-26,december,3&D Wing,Wing,Forward,14.9,6.7,37.5,,78,14,23.6,9.2
1642258,Zaccharie Risacher,ATL,2025-26,december,3&D Wing,Wing,Forward,16.2,7.8,44.44444444444445,,80,14,23.6,9.2
203484,Kentavious Caldwell-Pope,MEM,2025-26,december,3&D Wing,Wing,Guard,18.0,22.4,49.27536231884058,3.1,77,11,20.5,9.2
1642948,Ryan Nembhard,DAL,2025-26,december,Role Player,Role,Guard,17.0,33.6,33.734939759036145,8.5,71,13,25.5,9.2
1641733,Nick Smith Jr.,LAL,2025-26,december,Stretch Shooter,Shooter,Guard,20.9,6.0,54.43037974683544,11.6,74,8,17.5,9.1
1627739,Kris Dunn,LAC,2025-26,december,Finisher,Finisher,Guard,13.1,17.9,58.46153846153845,3.9,75,12,27.4,9.1
1628971,Bruce Brown,DEN,2025-26,december,Finisher,Finisher,Guard,13.6,11.5,20.3125,4.1,76,14,26.7,9.1
1631107,Nikola Jović,MIA,2025-26,december,Playmaking Big,Big,Big,23.3,23.7,57.89473684210527,3.7,82,7,15.7,9.0
201572,Brook Lopez,LAC,2025-26,december,3&D Wing,Wing,Big,17.4,11.1,67.6470588235294,,85,8,22.8,8.9
1641729,Brice Sensabaugh,UTA,2025-26,december,Movement Shooter,Shooter,Forward,17.5,11.9,57.53424657534247,2.8,78,13,21.2,8.8
204456,T.J. McConnell,IND,2025-26,december,Secondary Ball Handler,Secondary,Guard,22.8,49.6,5.882352941176471,5.9,73,12,15.7,8.8
1630311,Pat Spencer,GSW,2025-26,december,Secondary Ball Handler,Secondary,Guard,22.0,29.8,26.666666666666668,7.4,74,10,17.6,8.8
1630541,Moses Moody,GSW,2025-26,december,Movement Shooter,Shooter,Guard,15.6,11.3,59.74025974025974,4.9,77,13,22.6,8.8
1642275,Tidjane Salaün,CHA,2025-26,december,3&D Wing,Wing,Big,15.5,8.3,48.333333333333336,,82,13,19.5,8.8
1629004,Svi Mykhailiuk,UTA,2025-26,december,3&D Wing,Wing,Forward,13.6,10.2,61.53846153846154,,79,11,22.4,8.7
1631123,Jamaree Bouyea,PHX,2025-26,december,Role Player,Role,Guard,18.9,20.6,34.920634920634924,,74,12,16.1,8.7
1629060,Rui Hachimura,LAL,2025-26,december,3&D Wing,Wing,Forward,11.5,2.9,50.0,3.7,80,9,30.2,8.7
1630558,Davion Mitchell,MIA,2025-26,december,Shot Creator,Scorer,Guard,13.7,29.5,37.974683544303794,28.6,72,11,29.7,8.6
1642363,Nique Clifford,SAC,2025-26,december,3&D Wing,Wing,Guard,17.8,7.0,42.30769230769231,,77,12,23.0,8.6
1631260,AJ Green,MIL,2025-26,december,Movement Shooter,Shooter,Guard,13.1,9.3,89.61038961038962,,76,10,28.3,8.5
1631121,Bryce McGowens,NOP,2025-26,december,3&D Wing,Wing,Forward,12.7,8.9,30.35714285714286,5.2,78,10,23.3,8.5
1631093,Jaden Ivey,DET,2025-26,december,Role Player,Role,Guard,18.3,17.9,48.4375,5.6,75,13,16.8,8.5
1630643,Jay Huff,IND,2025-26,december,3&D Wing,Wing,Big,16.9,11.8,67.12328767123287,,85,14,22.4,8.4
1626220,Royce O'Neale,PHX,2025-26,december,3&D Wing,Wing,Forward,12.8,14.4,78.26086956521739,,78,12,28.1,8.4
1641713,GG Jackson,MEM,2025-26,december,3&D Wing,Wing,Forward,14.6,5.5,48.38709677419354,,81,5,21.6,8.4
1629652,Luguentz Dort,OKC,2025-26,december,3&D Wing,Wing,Guard,14.6,5.3,84.81012658227847,,76,10,24.6,8.3
1630568,Luka Garza,BOS,2025-26,december,Finisher,Finisher,Big,14.0,10.1,26.829268292682933,,82,7,16.7,8.3
1642874,Danny Wolf,BKN,2025-26,december,3&D Wing,Wing,Big,20.3,14.0,43.75,,83,11,21.7,8.2
1629018,Gary Trent Jr.,MIL,2025-26,december,3&D Wing,Wing,Guard,14.9,6.2,64.86486486486486,,77,11,22.7,8.2
1642854,Asa Newell,ATL,2025-26,december,3&D Wing,Wing,Big,16.1,8.1,46.15384615384615,,82,12,15.3,8.0
1627741,Buddy Hield,GSW,2025-26,december,Movement Shooter,Shooter,Guard,17.9,12.0,62.68656716417911,,76,10,17.7,8.0
