PLAYER_ID,PLAYER,TEAM,Season,Month,Archetype,Category,USG_Pct,AST_Pct,ThreePt_Rate,Height_Inches,GP,MPG,PTS
1630193,Immanuel Quickley,TOR,2023-24,november,Secondary Ball Handler,Secondary,24.7,17.9,44.09448818897638,74,14,25.0,15.6
1629661,Cameron Johnson,BKN,2023-24,november,Role Player,Role,20.9,13.9,53.6,80,10,29.4,15.5
1629130,Duncan Robinson,MIA,2023-24,november,Movement Shooter,Shooter,18.2,15.1,65.13761467889908,79,13,31.1,15.4
202691,Klay Thompson,GSW,2023-24,november,Movement Shooter,Shooter,22.6,11.5,55.639097744360896,78,15,29.0,15.3
1629632,Coby White,CHI,2023-24,november,Secondary Ball Handler,Secondary,20.4,18.2,57.03125,77,16,33.3,15.3
201935,James Harden,LAC,2023-24,november,Role Player,Role,17.8,27.6,59.4059405940594,77,13,33.6,15.3
1628384,OG Anunoby,NYK,2023-24,november,Role Player,Role,18.5,10.1,50.0,79,12,32.5,15.3
203915,Spencer Dinwiddie,LAL,2023-24,november,Role Player,Role,19.9,27.7,57.758620689655174,77,14,32.4,15.0
1628380,Zach Collins,SAS,2023-24,november,Anchor Big,Big,20.8,18.4,37.864077669902905,83,14,29.0,14.6
1626162,Kelly Oubre Jr.,PHI,2023-24,november,Role Player,Role,17.9,2.8,37.50000000000001,79,5,28.9,14.6
1628381,John Collins,UTA,2023-24,november,Role Player,Role,18.9,3.1,33.333333333333336,81,15,30.8,14.5
1629028,Deandre Ayton,POR,2023-24,november,Rim Runner,Big,18.1,8.7,0.0,84,13,33.3,14.5
1641722,Jordan Hawkins,NOP,2023-24,november,Role Player,Role,18.9,9.9,67.22689075630251,77,16,30.1,14.4
1629022,Lonnie Walker IV,BKN,2023-24,november,Role Player,Role,25.5,10.5,52.38095238095239,76,15,20.8,14.4
1630559,Austin Reaves,LAL,2023-24,november,Role Player,Role,19.8,26.7,38.613861386138616,77,16,30.0,14.4
1628989,Kevin Huerter,SAC,2023-24,november,Role Player,Role,19.4,18.0,62.5,79,13,28.1,14.3
1630583,Santi Aldama,MEM,2023-24,november,Stretch Big,Big,23.1,12.8,46.03174603174603,84,11,26.3,14.3
1629651,Nic Claxton,BKN,2023-24,november,Anchor Big,Big,16.8,6.7,0.0,83,8,27.4,14.3
202704,Reggie Jackson,DEN,2023-24,november,Role Player,Role,20.6,24.1,36.28318584070796,74,15,27.7,14.1
201569,Eric Gordon,PHX,2023-24,november,3&D Wing,Wing,17.5,13.4,60.0,75,13,31.6,14.1
1631095,Jabari Smith Jr.,HOU,2023-24,november,Stretch Big,Big,17.7,6.1,44.66019417475727,83,13,29.7,14.0
1630552,Jalen Johnson,ATL,2023-24,november,Role Player,Role,16.6,11.3,28.421052631578945,80,11,30.0,14.0
202685,Jonas Valančiūnas,NOP,2023-24,november,Post Scorer,Big,19.8,14.6,16.3265306122449,83,16,26.3,14.0
1627741,Buddy Hield,PHI,2023-24,november,Movement Shooter,Shooter,20.4,11.7,69.02654867256636,76,14,25.7,13.9
1631109,Mark Williams,CHA,2023-24,november,Rim Runner,Big,17.1,6.3,0.0,84,14,27.5,13.9
201572,Brook Lopez,MIL,2023-24,november,Stretch Big,Big,16.4,5.6,51.45631067961165,85,16,30.2,13.8
1631170,Jaime Jaquez Jr.,MIA,2023-24,november,Role Player,Role,18.7,13.9,32.69230769230769,78,15,29.1,13.8
1629631,De'Andre Hunter,ATL,2023-24,november,Role Player,Role,18.4,6.3,47.16981132075472,80,14,30.1,13.8
1628370,Malik Monk,SAC,2023-24,november,Secondary Ball Handler,Secondary,23.4,27.0,55.66037735849058,75,14,24.8,13.8
1630167,Obi Toppin,IND,2023-24,november,Role Player,Role,17.3,7.3,37.362637362637365,81,14,25.1,13.8
1627747,Caris LeVert,CLE,2023-24,november,Secondary Ball Handler,Secondary,20.9,16.0,39.31623931623932,78,13,29.1,13.8
1641706,Brandon Miller,CHA,2023-24,november,Role Player,Role,18.4,8.4,36.440677966101696,79,12,30.5,13.7
202330,Gordon Hayward,OKC,2023-24,november,Role Player,Role,20.0,18.4,20.472440944881892,79,13,32.2,13.6
1628401,Derrick White,BOS,2023-24,november,Role Player,Role,17.6,21.3,58.58585858585859,76,12,32.6,13.6
1630591,Jalen Suggs,ORL,2023-24,november,Secondary Ball Handler,Secondary,20.4,15.1,42.00000000000001,77,13,27.4,13.5
1629622,Max Strus,CLE,2023-24,november,Role Player,Role,16.3,15.5,63.30275229357798,77,15,34.4,13.5
1628386,Jarrett Allen,CLE,2023-24,november,Role Player,Role,16.2,11.0,0.0,81,14,29.0,13.4
1629023,P.J. Washington,DAL,2023-24,november,Role Player,Role,19.4,9.2,53.78151260504202,79,13,31.5,13.4
203952,Andrew Wiggins,GSW,2023-24,november,Role Player,Role,22.3,7.4,29.411764705882355,79,14,27.7,13.4
1629021,Moritz Wagner,ORL,2023-24,november,Rim Runner,Big,21.7,11.7,22.89156626506024,83,14,20.1,13.4
1629001,De'Anthony Melton,PHI,2023-24,november,Role Player,Role,17.5,15.4,59.22330097087378,75,15,30.0,13.3
1628415,Dillon Brooks,HOU,2023-24,november,Role Player,Role,19.2,8.1,39.0,78,13,29.9,13.2
1630166,Deni Avdija,WAS,2023-24,november,Role Player,Role,17.7,18.8,30.526315789473685,81,15,27.7,13.1
1629060,Rui Hachimura,LAL,2023-24,november,3&D Wing,Wing,19.4,6.7,30.851063829787233,80,9,26.1,13.0
203932,Aaron Gordon,DEN,2023-24,november,Role Player,Role,18.3,15.6,23.07692307692308,80,12,35.0,12.9
203114,Khris Middleton,MIL,2023-24,november,Secondary Ball Handler,Secondary,26.5,25.6,37.735849056603776,79,13,21.1,12.8
1631110,Jeremy Sochan,SAS,2023-24,november,Role Player,Role,19.4,22.0,20.192307692307693,80,14,29.4,12.4
1630180,Saddiq Bey,ATL,2023-24,november,Role Player,Role,15.2,5.4,51.06382978723404,79,14,29.1,12.4
1628960,Grayson Allen,PHX,2023-24,november,Role Player,Role,14.5,12.2,55.172413793103445,76,12,33.0,12.4
1631099,Keegan Murray,SAC,2023-24,november,Role Player,Role,17.5,8.2,53.71900826446281,80,10,32.8,12.4
201950,Jrue Holiday,BOS,2023-24,november,Role Player,Role,17.8,21.1,41.5929203539823,76,13,34.9,12.4
1631097,Bennedict Mathurin,IND,2023-24,november,Role Player,Role,20.0,9.4,28.846153846153843,77,14,24.8,12.3
203967,Dario Šarić,GSW,2023-24,november,Stretch Big,Big,19.7,17.6,54.11764705882353,82,15,22.5,12.3
203497,Rudy Gobert,MIN,2023-24,november,Anchor Big,Big,15.4,4.9,0.0,85,15,32.6,12.2
1630581,Josh Giddey,OKC,2023-24,november,Secondary Ball Handler,Secondary,23.8,22.8,17.391304347826086,80,14,26.6,12.1
1627751,Jakob Poeltl,TOR,2023-24,november,Rim Runner,Big,15.2,13.6,0.0,84,15,27.3,12.0
1627736,Malik Beasley,MIL,2023-24,november,Role Player,Role,14.2,5.9,74.15730337078651,76,16,28.1,12.0
201566,Russell Westbrook,LAC,2023-24,november,Secondary Ball Handler,Secondary,24.3,30.7,21.73913043478261,76,14,25.9,12.0
1629012,Collin Sexton,UTA,2023-24,november,Secondary Ball Handler,Secondary,24.1,27.3,41.75824175824176,75,15,20.3,11.9
1629018,Gary Trent Jr.,TOR,2023-24,november,3&D Wing,Wing,18.5,5.8,55.44554455445544,77,12,25.1,11.8
201565,Derrick Rose,MEM,2023-24,november,Role Player,Role,20.4,32.7,23.076923076923077,75,5,19.7,11.8
1630529,Herbert Jones,NOP,2023-24,november,Role Player,Role,14.7,12.9,44.303797468354425,79,13,31.3,11.7
1641709,Ausar Thompson,DET,2023-24,november,Role Player,Role,18.4,12.2,19.0,78,15,28.7,11.7
1630198,Isaiah Joe,OKC,2023-24,november,Role Player,Role,16.4,7.4,81.33333333333333,75,14,20.8,11.6
1631093,Jaden Ivey,DET,2023-24,november,Role Player,Role,19.3,17.9,35.52631578947369,76,11,23.5,11.6
1627826,Ivica Zubac,LAC,2023-24,november,Post Scorer,Big,17.0,5.8,0.0,84,14,26.9,11.5
203084,Harrison Barnes,SAC,2023-24,november,3&D Wing,Wing,14.4,7.1,60.71428571428571,80,14,30.8,11.4
1630228,Jonathan Kuminga,GSW,2023-24,november,Secondary Ball Handler,Secondary,25.3,9.3,25.84269662921348,79,15,19.7,11.3
203994,Jusuf Nurkić,PHX,2023-24,november,Rim Runner,Big,18.4,19.5,24.705882352941178,84,14,27.8,11.2
1626181,Norman Powell,LAC,2023-24,november,Role Player,Role,17.3,6.4,46.83544303797469,76,14,23.3,11.2
203484,Kentavious Caldwell-Pope,DEN,2023-24,november,Role Player,Role,13.3,11.0,43.52941176470589,77,15,34.2,11.2
1629675,Naz Reid,MIN,2023-24,november,Role Player,Role,20.9,4.8,46.98795180722891,81,15,20.4,11.2
1628971,Bruce Brown,TOR,2023-24,november,Role Player,Role,14.2,11.2,37.362637362637365,76,14,31.4,10.9
1630573,Sam Hauser,BOS,2023-24,november,Movement Shooter,Shooter,14.7,6.1,89.33333333333333,79,15,24.0,10.9
1626171,Bobby Portis,MIL,2023-24,november,Rim Runner,Big,19.1,5.8,27.83505154639176,82,16,24.8,10.8
203991,Clint Capela,ATL,2023-24,november,Rim Runner,Big,15.3,4.9,0.0,82,14,23.8,10.7
200768,Kyle Lowry,PHI,2023-24,november,Role Player,Role,14.3,20.6,66.66666666666667,72,14,28.9,10.7
1627936,Alex Caruso,CHI,2023-24,november,3&D Wing,Wing,16.4,14.3,56.71641791044776,77,13,23.9,10.5
1641718,Keyonte George,UTA,2023-24,november,Secondary Ball Handler,Secondary,20.2,28.4,52.57731958762887,76,15,27.2,10.5
1627827,Dorian Finney-Smith,BKN,2023-24,november,Role Player,Role,12.7,5.8,65.51724137931035,79,15,31.6,10.5
1630191,Isaiah Stewart,DET,2023-24,november,Role Player,Role,14.9,5.7,47.12643678160919,80,15,30.7,10.5
1626196,Josh Richardson,MIA,2023-24,november,Role Player,Role,15.8,16.9,50.0,77,15,28.2,10.5
1630208,Nick Richards,CHA,2023-24,november,Anchor Big,Big,16.3,2.2,0.0,84,8,18.1,10.3
201144,Mike Conley,MIN,2023-24,november,Role Player,Role,13.6,30.4,63.63636363636363,72,15,29.2,10.1
1626145,Tyus Jones,WAS,2023-24,november,3&D Wing,Wing,15.4,21.5,28.571428571428577,73,15,26.7,10.1
1628963,Marvin Bagley III,WAS,2023-24,november,Rim Runner,Big,21.5,9.6,2.739726027397261,82,14,19.2,10.1
203110,Draymond Green,GSW,2023-24,november,Role Player,Role,15.8,30.5,43.28358208955223,78,9,24.4,10.0
1631105,Jalen Duren,DET,2023-24,november,Anchor Big,Big,17.4,13.5,3.614457831325301,82,8,27.6,10.0
1630557,Corey Kispert,WAS,2023-24,november,Role Player,Role,17.5,10.5,63.1578947368421,78,14,22.1,9.9
1628997,Caleb Martin,MIA,2023-24,november,Role Player,Role,21.3,10.2,36.55913978494623,77,8,21.8,9.9
1630174,Aaron Nesmith,IND,2023-24,november,Role Player,Role,14.9,5.0,49.27536231884058,78,12,22.5,9.8
1631204,Marcus Sasser,DET,2023-24,november,Role Player,Role,18.3,23.7,46.98795180722891,74,15,21.1,9.7
1630165,Killian Hayes,DET,2023-24,november,Role Player,Role,15.0,23.8,30.58823529411765,77,14,26.2,9.7
1629652,Luguentz Dort,OKC,2023-24,november,3&D Wing,Wing,13.9,5.8,56.94444444444444,76,14,27.7,9.7
203935,Marcus Smart,MEM,2023-24,november,Role Player,Role,20.2,23.2,47.0,75,7,28.4,9.7
1630346,Matt Ryan,NOP,2023-24,november,Role Player,Role,13.9,4.5,78.33333333333333,78,10,23.1,9.7
1630188,Jalen Smith,IND,2023-24,november,Role Player,Role,18.3,7.8,26.0,81,11,15.3,9.6
1629655,Daniel Gafford,DAL,2023-24,november,Rim Runner,Big,13.3,8.5,0.0,82,14,25.0,9.5
1630230,Naji Marshall,NOP,2023-24,november,Role Player,Role,17.1,15.8,44.776119402985074,78,10,21.8,9.4
1630183,Jaden McDaniels,MIN,2023-24,november,Role Player,Role,15.5,6.5,36.986301369863014,81,10,23.6,9.3
1630219,Skylar Mays,LAL,2023-24,november,Role Player,Role,19.8,36.1,38.20224719101123,75,11,22.8,9.3
1628978,Donte DiVincenzo,NYK,2023-24,november,Movement Shooter,Shooter,18.0,10.0,69.73684210526316,76,14,21.1,9.2
1629684,Grant Williams,CHA,2023-24,november,Role Player,Role,13.0,8.3,70.27027027027027,78,14,28.1,9.2
1631128,Christian Braun,DEN,2023-24,november,Role Player,Role,17.6,11.3,20.547945205479454,78,15,20.6,9.1
1627777,Georges Niang,CLE,2023-24,november,Role Player,Role,15.8,7.3,58.108108108108105,79,15,22.7,9.0
203109,Jae Crowder,MIL,2023-24,november,Role Player,Role,9.6,7.1,75.47169811320755,78,6,27.1,9.0
1628379,Luke Kennard,MEM,2023-24,november,Movement Shooter,Shooter,15.3,13.5,77.63157894736842,77,7,22.5,9.0
1630168,Onyeka Okongwu,ATL,2023-24,november,Rim Runner,Big,13.7,6.6,20.338983050847457,82,14,23.5,9.0
202692,Alec Burks,NYK,2023-24,november,Role Player,Role,22.8,16.0,63.291139240506325,77,9,17.3,8.9
1629659,Talen Horton-Tucker,UTA,2023-24,november,Role Player,Role,21.9,29.1,42.85714285714286,76,15,22.1,8.9
1641731,Bilal Coulibaly,WAS,2023-24,november,Role Player,Role,12.5,8.1,45.0,80,14,26.9,8.9
1628995,Kevin Knox II,POR,2023-24,november,Role Player,Role,15.2,3.4,51.47058823529412,79,6,20.7,8.8
1631223,David Roddy,PHX,2023-24,november,Role Player,Role,17.2,4.6,43.20987654320988,76,13,23.1,8.7
1627884,Derrick Jones Jr.,DAL,2023-24,november,3&D Wing,Wing,13.6,6.5,58.46153846153845,78,14,23.5,8.6
1626220,Royce O'Neale,PHX,2023-24,november,3&D Wing,Wing,12.3,16.1,86.66666666666667,78,14,30.0,8.6
1628404,Josh Hart,NYK,2023-24,november,3&D Wing,Wing,12.0,13.7,41.891891891891895,76,14,30.1,8.5
1631117,Walker Kessler,UTA,2023-24,november,Anchor Big,Big,15.4,7.0,11.842105263157896,84,8,24.6,8.5
1630172,Patrick Williams,CHI,2023-24,november,3&D Wing,Wing,16.0,6.2,42.465753424657535,79,16,25.1,8.4
1631103,Malaki Branham,SAS,2023-24,november,Role Player,Role,17.6,14.7,41.463414634146346,76,14,22.1,8.4
1630533,Ziaire Williams,MEM,2023-24,november,3&D Wing,Wing,19.0,11.1,45.45454545454545,81,12,20.2,8.4
1630587,Isaiah Livers,DET,2023-24,november,3&D Wing,Wing,17.3,8.2,66.66666666666667,78,5,24.2,8.4
1630703,Scoot Henderson,POR,2023-24,november,Role Player,Role,24.7,31.5,40.0,75,5,21.5,8.4
1629629,Cam Reddish,LAL,2023-24,november,Role Player,Role,13.0,6.1,48.52941176470589,79,12,27.6,8.3
101108,Chris Paul,GSW,2023-24,november,Role Player,Role,13.8,37.3,48.57142857142857,72,14,25.9,8.3
1630700,Dyson Daniels,NOP,2023-24,november,Role Player,Role,14.2,17.9,44.15584415584416,79,16,28.5,8.2
1629048,Goga Bitadze,ORL,2023-24,november,Anchor Big,Big,13.0,10.2,3.508771929824561,82,13,23.8,8.2
201568,Danilo Gallinari,MIL,2023-24,november,Stretch Big,Big,19.2,15.0,47.45762711864406,82,13,15.8,8.1
1629013,Landry Shamet,WAS,2023-24,november,3&D Wing,Wing,18.0,11.5,62.121212121212125,76,14,16.8,8.0
1627752,Taurean Prince,LAL,2023-24,november,3&D Wing,Wing,12.3,7.0,53.24675324675325,78,14,30.2,8.0
1641726,Dereck Lively II,DAL,2023-24,november,Rim Runner,Big,11.1,7.9,3.8461538461538463,85,12,25.3,7.9
1629234,Drew Eubanks,PHX,2023-24,november,Anchor Big,Big,15.8,11.0,4.0,82,13,18.1,7.7
1629614,Andrew Nembhard,IND,2023-24,november,Role Player,Role,18.5,25.6,34.285714285714285,76,11,18.0,7.6
203482,Kelly Olynyk,TOR,2023-24,november,Stretch Big,Big,14.0,22.9,40.42553191489361,83,15,21.5,7.5
1630541,Moses Moody,GSW,2023-24,november,3&D Wing,Wing,16.6,8.9,46.666666666666664,77,15,17.8,7.5
1630577,Julian Champagnie,SAS,2023-24,november,3&D Wing,Wing,18.6,9.2,70.58823529411765,79,9,18.0,7.4
1629638,Nickeil Alexander-Walker,MIN,2023-24,november,Role Player,Role,13.1,16.7,64.06249999999999,77,15,23.9,7.4
202687,Bismack Biyombo,OKC,2023-24,november,Role Player,Role,11.4,10.1,0.0,80,12,26.3,7.3
203914,Gary Harris,ORL,2023-24,november,3&D Wing,Wing,11.7,12.4,76.92307692307692,76,9,21.7,7.3
201143,Al Horford,BOS,2023-24,november,Role Player,Role,10.6,15.8,68.96551724137932,81,13,26.7,7.2
1630173,Precious Achiuwa,NYK,2023-24,november,Role Player,Role,19.3,20.5,28.333333333333332,80,10,17.1,7.2
1631323,Simone Fontecchio,DET,2023-24,november,Movement Shooter,Shooter,15.9,8.8,70.6896551724138,79,15,17.6,7.2
1630200,Tre Jones,SAS,2023-24,november,Role Player,Role,16.3,28.6,27.027027027027025,73,11,23.5,7.2
1630202,Payton Pritchard,BOS,2023-24,november,Role Player,Role,14.2,18.2,58.730158730158735,73,15,21.5,7.1
201567,Kevin Love,MIA,2023-24,november,Role Player,Role,19.2,18.9,70.17543859649122,80,10,16.3,7.1
1641764,Brandin Podziemski,GSW,2023-24,november,Role Player,Role,16.7,19.4,43.10344827586207,76,12,16.9,7.1
1626224,Cedi Osman,SAS,2023-24,november,Role Player,Role,15.3,10.3,59.01639344262296,79,14,18.6,7.0
1626174,Christian Wood,LAL,2023-24,november,Role Player,Role,16.2,4.7,45.76271186440678,80,16,21.0,7.0
1631133,Jabari Walker,POR,2023-24,november,Role Player,Role,18.0,6.4,33.84615384615385,79,14,17.8,7.0
203937,Kyle Anderson,MIN,2023-24,november,Role Player,Role,14.1,24.9,11.320754716981131,81,15,23.7,6.9
1629312,Haywood Highsmith,MIA,2023-24,november,Role Player,Role,13.3,9.3,58.620689655172406,77,14,23.6,6.9
201587,Nicolas Batum,PHI,2023-24,november,3&D Wing,Wing,7.7,7.3,80.0,80,10,25.4,6.9
1629642,Nassir Little,PHX,2023-24,november,Role Player,Role,15.2,8.0,55.55555555555556,78,8,15.3,6.9
1630631,Jose Alvarado,NOP,2023-24,november,Secondary Ball Handler,Secondary,21.2,19.7,49.23076923076923,72,6,15.9,6.8
